-7.9601308,2.4889681,1.8769659
-7.9412439,2.5358706,1.8514691
-7.9214472,2.5816580,1.8259723
-7.9006601,2.6266927,1.8004755
-7.8788018,2.6713375,1.7749787
-7.8562690,2.7150410,1.7525825
-7.8331251,2.7577172,1.7342031
-7.8085354,2.8005391,1.7158238
-7.7822512,2.8434961,1.6974444
-7.7540234,2.8865777,1.6790650
-7.7256478,2.9269644,1.6623352
-7.6964127,2.9657683,1.6465021
-7.6652173,3.0042730,1.6306691
-7.6319930,3.0422429,1.6148361
-7.5966713,3.0794423,1.5990031
-7.5601395,3.1147534,1.5830857
-7.5235880,3.1471643,1.5669960
-7.4852341,3.1783790,1.5509062
-7.4451444,3.2082465,1.5348165
-7.4033857,3.2366159,1.5187268
-7.3600247,3.2633362,1.5026371
-7.3164046,3.2875884,1.4904088
-7.2723752,3.3096026,1.4810216
-7.2271082,3.3298737,1.4716345
-7.1806842,3.3483667,1.4622474
-7.1331836,3.3650461,1.4528603
-7.0846869,3.3798769,1.4434732
-7.0364413,3.3925424,1.4435116
-6.9884394,3.4031660,1.4519060
-6.9397196,3.4120029,1.4603005
-6.8903368,3.4190199,1.4686949
-6.8403459,3.4241841,1.4770893
-6.7898016,3.4274624,1.4854837
-6.7392867,3.4288179,1.4934101
-6.6904030,3.4283501,1.4995168
-6.6411598,3.4262128,1.5056235
-6.5915993,3.4224763,1.5117302
-6.5417636,3.4172109,1.5178369
-6.4916947,3.4104872,1.5239436
-6.4414348,3.4023754,1.5300503
-6.3922599,3.3931931,1.5565650
-6.3440063,3.3830793,1.6001824
-6.2956576,3.3719633,1.6437999
-6.2472285,3.3599552,1.6874173
-6.1987342,3.3471655,1.7310347
-6.1501895,3.3337042,1.7746521
-6.1016094,3.3196817,1.8182695
-6.0535816,3.3053795,1.8686580
-6.0059740,3.2908462,1.9241553
-5.9583576,3.2760074,1.9796525
-5.9107351,3.2609153,2.0351497
-5.8631095,3.2456219,2.0906469
-5.8154836,3.2301790,2.1461441
-5.7678602,3.2146388,2.2016414
-5.7202633,3.1990596,2.2553392
-5.6727009,3.1834823,2.3068253
-5.6251513,3.1679236,2.3583113
-5.5776187,3.1524078,2.4097974
-5.5301070,3.1369592,2.4612835
-5.4826203,3.1216021,2.5127695
-5.4351627,3.1063609,2.5642556
-5.3875657,3.0912052,2.6127447
-5.3396408,3.0760959,2.6548717
-5.2917606,3.0611633,2.6969987
-5.2439311,3.0464199,2.7391257
-5.1961582,3.0318781,2.7812527
-5.1484481,3.0175502,2.8233797
-5.1008068,3.0034487,2.8655066
-5.0529620,2.9895055,2.9053598
-5.0044570,2.9756031,2.9391258
-4.9560510,2.9619677,2.9728918
-4.9077565,2.9486060,3.0066577
-4.8595863,2.9355246,3.0404237
-4.8115531,2.9227302,3.0741896
-4.7636697,2.9102293,3.1079556
-4.7153888,2.8978870,3.1398976
-4.6663407,2.8856229,3.1687645
-4.6174709,2.8736807,3.1976315
-4.5687772,2.8620589,3.2264984
-4.5202574,2.8507563,3.2553654
-4.4719091,2.8397713,3.2842323
-4.4237302,2.8291025,3.3130993
-4.3747107,2.8185340,3.3406546
-4.3253948,2.8081932,3.3676035
-4.2762422,2.7981765,3.3945523
-4.2272446,2.7884780,3.4215012
-4.1783941,2.7790919,3.4484500
-4.1296826,2.7700121,3.4753989
-4.0808782,2.7611931,3.5023936
-4.0312765,2.7525121,3.5295782
-3.9817989,2.7441312,3.5567628
-3.9324405,2.7360419,3.5839473
-3.8831961,2.7282361,3.6111319
-3.8340606,2.7207054,3.6383165
-3.7850290,2.7134414,3.6655011
-3.7353639,2.7063328,3.6938790
-3.6856734,2.6994635,3.7224581
-3.6360773,2.6928411,3.7510372
-3.5865719,2.6864552,3.7796163
-3.5371532,2.6802953,3.8081954
-3.4878176,2.6743510,3.8367745
-3.4381623,2.6685659,3.8663036
-3.3883464,2.6629520,3.8964007
-3.3386065,2.6575264,3.9264978
-3.2889401,2.6522780,3.9565948
-3.2393449,2.6471958,3.9866919
-3.1898186,2.6422686,4.0167890
-3.1401270,2.6374631,4.0473202
-3.0902452,2.6327688,4.0783303
-3.0404274,2.6282009,4.1093403
-2.9906717,2.6237496,4.1403503
-2.9409764,2.6194050,4.1713603
-2.8913398,2.6151575,4.2023703
-2.8416129,2.6109850,4.2333881
-2.7917069,2.6068724,4.2644182
-2.7418551,2.6028326,4.2954483
-2.6920557,2.5988584,4.3264784
-2.6423068,2.5949429,4.3575085
-2.5926065,2.5910789,4.3885386
-2.5428533,2.5872518,4.4193470
-2.4929528,2.5834487,4.4497282
-2.4430955,2.5796799,4.4801094
-2.3932790,2.5759408,4.5104906
-2.3435011,2.5722269,4.5408718
-2.2937594,2.5685337,4.5712530
-2.2439861,2.5648518,4.6013091
