-11.9168675,10.8365015,6.8865644
-11.9430022,10.7938606,6.8562550
-11.9690195,10.7511897,6.8259456
-11.9949291,10.7084696,6.7956362
-12.0207407,10.6656810,6.7653268
-12.0464641,10.6228049,6.7350174
-12.0720567,10.5799101,6.7042856
-12.0975119,10.5370063,6.6730419
-12.1228911,10.4939890,6.6417981
-12.1481918,10.4508600,6.6105543
-12.1734116,10.4076210,6.5793106
-12.1985481,10.3642739,6.5480668
-12.2234677,10.3210486,6.5159372
-12.2482848,10.2777475,6.4836856
-12.2730181,10.2343365,6.4514340
-12.2976683,10.1908130,6.4191824
-12.3222363,10.1471741,6.3869308
-12.3466756,10.1035014,6.3544265
-12.3709088,10.0599342,6.3212468
-12.3950608,10.0162470,6.2880671
-12.4191304,9.9724385,6.2548874
-12.4431169,9.9285073,6.2217076
-12.4670190,9.8844521,6.1885279
-12.4907189,9.8404893,6.1549724
-12.5142627,9.7965309,6.1211922
-12.5377181,9.7524452,6.0874120
-12.5610825,9.7082299,6.0536319
-12.5843535,9.6638829,6.0198517
-12.6075284,9.6194021,5.9860716
-12.6304185,9.5751462,5.9522637
-12.6531947,9.5307777,5.9184540
-12.6758658,9.4862671,5.8846443
-12.6984279,9.4416101,5.8508345
-12.7208767,9.3968026,5.8170248
-12.7431653,9.3519266,5.7833643
-12.7651550,9.3072528,5.7503237
-12.7870164,9.2624182,5.7172831
-12.8087414,9.2174183,5.6842425
-12.8303216,9.1722483,5.6512019
-12.8517488,9.1269036,5.6181613
-12.8729162,9.0815915,5.5857319
-12.8937677,9.0364193,5.5542358
-12.9144495,8.9910534,5.5227397
-12.9349564,8.9454825,5.4912436
-12.9552832,8.8996952,5.4597474
-12.9754247,8.8536803,5.4282513
-12.9952109,8.8078107,5.3977913
-13.0146517,8.7620433,5.3682551
-13.0338762,8.7160344,5.3387189
-13.0528650,8.6697806,5.3091826
-13.0715990,8.6232788,5.2796464
-13.0900589,8.5765258,5.2501102
-13.1080335,8.5300225,5.2216036
-13.1255761,8.4836413,5.1938795
-13.1428478,8.4369780,5.1661554
-13.1598610,8.3900099,5.1384313
-13.1766282,8.3427141,5.1107071
-13.1931616,8.2950678,5.0829830
-13.2092418,8.2477371,5.0560826
-13.2248649,8.2007528,5.0300286
-13.2402465,8.1534277,5.0039745
-13.2553608,8.1057762,4.9779204
-13.2701819,8.0578131,4.9518664
-13.2846837,8.0095532,4.9258123
-13.2988077,7.9611253,4.9002444
-13.3124554,7.9128226,4.8762398
-13.3256958,7.8643634,4.8522352
-13.3384891,7.8158355,4.8282306
-13.3507952,7.7673272,4.8042260
-13.3625742,7.7189266,4.7802214
-13.3737861,7.6707217,4.7562168
-13.3849382,7.6202932,4.7336325
